"Numbers","Your.ID.Number","Institution.Investigator","Def.ID.number","Species","How.Determined","Day","Month","Year","State","site.code","County","date_id","Latitude","Longitude","wkt_lines","How.Located","Host.Env","Which.Host","host_life_stage","host_sex","Which.env","temp_start","humid_start","wind_start","light.start","temp_end","humid_end","wind_end","light_end","temp_avg","humid_avg","wind_avg","light_avg","Life.Stage","Number.of.ticks","Comments","tested","pathogen1_ricketsia","pathogen2_e_chaf","pathogen3_e_ewingii","pathogen4_borrelia","coinfection"
179,"OSU-04JUN2021-17","OSU","OSU04JUN2021-M1_D5","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2058317859563 36.1109627522078,-97.2057315023958 36.1105978314738)","Drag 5","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
183,"OSU-04JUN2021-01","OSU","OSU04JUN2021-Ny_T16_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 16","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","14","","no",NA,NA,NA,NA,NA
184,"OSU-04JUN2021-21","OSU","OSU04JUN2021-F1_F8","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2057373154705 36.1109894245283,-97.2056235593554 36.1106235602662)","Flag 8","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
185,"OSU-04JUN2021-02","OSU","OSU04JUN2021-Ny_T15_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","8","","no",NA,NA,NA,NA,NA
186,"OSU-04JUN2021-22","OSU","OSU04JUN2021-M1_F9","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2056174103762 36.110625609926,-97.2057270671718 36.1109924990179)","Flag 9","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
187,"OSU-04JUN2021-22","OSU","OSU04JUN2021-F1_F9","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2056174103762 36.110625609926,-97.2057270671718 36.1109924990179)","Flag 9","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
188,"OSU-04JUN2021-03","OSU","OSU04JUN2021-Ny_T14_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 14","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","8","","no",NA,NA,NA,NA,NA
189,"OSU-04JUN2021-24","OSU","OSU04JUN2021-M1_F11","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2055969137788 36.1106307340753,-97.2057075954044 36.1109976231673)","Flag 11","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
190,"OSU-04JUN2021-26","OSU","OSU04JUN2021-F1_F14","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2056809498279 36.1110017224867,-97.2055692433725 36.1106358582246)","Flag 14","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
191,"OSU-04JUN2021-04","OSU","OSU04JUN2021-Ny_T13_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 13","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","5","","no",NA,NA,NA,NA,NA
192,"OSU-04JUN2021-27","OSU","OSU04JUN2021-M1_F15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2055630943933 36.1106379078843,-97.2056727511889 36.1110088962958)","Flag 15","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
193,"OSU-04JUN2021-05","OSU","OSU04JUN2021-Ny_T12_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 12","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","14","","no",NA,NA,NA,NA,NA
194,"OSU-04JUN2021-28","OSU","OSU04JUN2021-F1_F16","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.20566455255 36.1110109459555,-97.2055538709245 36.1106399575441)","Flag 16","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
195,"OSU-04JUN2021-06","OSU","OSU04JUN2021-Ny_T11_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 11","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","11","","no",NA,NA,NA,NA,NA
196,"OSU-04JUN2021-29","OSU","OSU04JUN2021-M1_F17","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2055466971154 36.1106420072038,-97.2056543042513 36.1110129956153)","Flag 17","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
197,"OSU-04JUN2021-29","OSU","OSU04JUN2021-M2_F17","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2055466971154 36.1106420072038,-97.2056543042513 36.1110129956153)","Flag 17","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
198,"OSU-04JUN2021-31","OSU","OSU04JUN2021-M1_GT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"General Tube","env",NA,NA,NA,"full_centroid",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"","Male","1","","yes","NEG","NEG","NEG","NEG",0
199,"OSU-04JUN2021-07","OSU","OSU04JUN2021-Ny_T10_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 10","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","6","","no",NA,NA,NA,NA,NA
200,"OSU-04JUN2021-31","OSU","OSU04JUN2021-F1_GT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"General Tube","env",NA,NA,NA,"full_centroid",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"","Female","1","","yes","NEG","NEG","NEG","NEG",0
202,"OSU-04JUN2021-08","OSU","OSU04JUN2021-Ny_T9_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 9","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","23","","no",NA,NA,NA,NA,NA
208,"OSU-04JUN2021-10","OSU","OSU04JUN2021-Ny_T7_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 7","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","1","","no",NA,NA,NA,NA,NA
209,"OSU-04JUN2021-11","OSU","OSU04JUN2021-Ny_T6_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 6","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","5","","no",NA,NA,NA,NA,NA
214,"OSU-04JUN2021-12","OSU","OSU04JUN2021-Ny_T4_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 4","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","6","","no",NA,NA,NA,NA,NA
219,"OSU-04JUN2021-13","OSU","OSU04JUN2021-Ny_T3_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 3","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","2","","no",NA,NA,NA,NA,NA
224,"OSU-04JUN2021-14","OSU","OSU04JUN2021-Ny_T2_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 2","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","112","","no",NA,NA,NA,NA,NA
240,"OSU-04JUN2021-15","OSU","OSU04JUN2021-Ny_T1_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 1","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","29","","no",NA,NA,NA,NA,NA
242,"OSU-04JUN2021-16","OSU","OSU04JUN2021-Ny_D1_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2057969652756 36.110969716344,-97.2056938960607 36.1106075812644)","Drag 1","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","2","","no",NA,NA,NA,NA,NA
244,"OSU-04JUN2021-18","OSU","OSU04JUN2021-Ny_D17_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2059627117158 36.1109279315271,-97.2058373572652 36.110574153411)","Drag 17","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","1","","no",NA,NA,NA,NA,NA
245,"OSU-04JUN2021-19","OSU","OSU04JUN2021-Ny_D18_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2058471070558 36.1105727605837,-97.2059724615064 36.1109237530454)","Drag 18","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Nymph","1","","no",NA,NA,NA,NA,NA
246,"OSU-04JUN2021-20","OSU","OSU04JUN2021-Ny_F4_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2057701100262 36.1109791762297,-97.2056563539111 36.1106184361169)","Flag 4","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","1","","no",NA,NA,NA,NA,NA
260,"OSU-04JUN2021-23","OSU","OSU04JUN2021-Ny_F10_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.205717843703 36.1109935238478,-97.2056092117372 36.1106297092454)","Flag 10","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","1","","no",NA,NA,NA,NA,NA
261,"OSU-04JUN2021-24","OSU","OSU04JUN2021-Ny_F11_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2055969137788 36.1106307340753,-97.2057075954044 36.1109976231673)","Flag 11","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","2","","no",NA,NA,NA,NA,NA
263,"OSU-04JUN2021-25","OSU","OSU04JUN2021-Ny_F12_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2056993967654 36.1109976231673,-97.2055866654802 36.1106338085649)","Flag 12","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","1","","no",NA,NA,NA,NA,NA
265,"OSU-04JUN2021-27","OSU","OSU04JUN2021-Ny_F15_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2055630943933 36.1106379078843,-97.2056727511889 36.1110088962958)","Flag 15","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","8","","no",NA,NA,NA,NA,NA
276,"OSU-04JUN2021-29","OSU","OSU04JUN2021-Ny_F17_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2055466971154 36.1106420072038,-97.2056543042513 36.1110129956153)","Flag 17","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","2","","no",NA,NA,NA,NA,NA
278,"OSU-04JUN2021-30","OSU","OSU04JUN2021-Ny_F23_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,"LINESTRING (-97.2054923811325 36.1106553299921,-97.2056143358866 36.1110252935736)","Flag 23","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Nymph","2","","no",NA,NA,NA,NA,NA
279,"OSU-04JUN2021-31","OSU","OSU04JUN2021-Ny_GTTube_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"General Tube","env",NA,NA,NA,"full_centroid",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"","Nymph","6","","no",NA,NA,NA,NA,NA
876,"OSU-04JUN2021-31","OSU","OSU04JUN2021-F2_GT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"General Tube","env",NA,NA,NA,"full_centroid",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"","Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
117,"OSU-04JUN2021-01","OSU","OSU04JUN2021-M1_T16","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 16","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
118,"OSU-04JUN2021-02","OSU","OSU04JUN2021-M1_T15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
119,"OSU-04JUN2021-02","OSU","OSU04JUN2021-M2_T15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
120,"OSU-04JUN2021-02","OSU","OSU04JUN2021-M3_T15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
121,"OSU-04JUN2021-02","OSU","OSU04JUN2021-M4_T15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
122,"OSU-04JUN2021-02","OSU","OSU04JUN2021-F1_T15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","E. ewingii","NEG",1
123,"OSU-04JUN2021-02","OSU","OSU04JUN2021-F2_T15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
124,"OSU-04JUN2021-02","OSU","OSU04JUN2021-F3_T15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
125,"OSU-04JUN2021-02","OSU","OSU04JUN2021-F4_T15","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 15","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
126,"OSU-04JUN2021-03","OSU","OSU04JUN2021-M1_T14","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 14","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","R. amblyommatis","E. chaff","NEG","NEG",2
127,"OSU-04JUN2021-03","OSU","OSU04JUN2021-F1_T14","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 14","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","R. amblyommatis","NEG","E. ewingii","NEG",2
128,"OSU-04JUN2021-04","OSU","OSU04JUN2021-F1_T13","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 13","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
129,"OSU-04JUN2021-05","OSU","OSU04JUN2021-F1_T12","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 12","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
131,"OSU-04JUN2021-05","OSU","OSU04JUN2021-F2_T12","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 12","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
132,"OSU-04JUN2021-05","OSU","OSU04JUN2021-F3_T12","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 12","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
133,"OSU-04JUN2021-05","OSU","OSU04JUN2021-F4_T12","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 12","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
134,"OSU-04JUN2021-06","OSU","OSU04JUN2021-M1_T11","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 11","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
135,"OSU-04JUN2021-06","OSU","OSU04JUN2021-M2_T11","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 11","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
136,"OSU-04JUN2021-06","OSU","OSU04JUN2021-F1_T11","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 11","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","B. lonestari",1
138,"OSU-04JUN2021-06","OSU","OSU04JUN2021-F2_T11","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 11","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
139,"OSU-04JUN2021-07","OSU","OSU04JUN2021-M1_T10","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 10","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
141,"OSU-04JUN2021-07","OSU","OSU04JUN2021-F1_T10","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 10","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
142,"OSU-04JUN2021-07","OSU","OSU04JUN2021-F2_T10","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 10","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
143,"OSU-04JUN2021-08","OSU","OSU04JUN2021-M1_T9","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 9","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
144,"OSU-04JUN2021-08","OSU","OSU04JUN2021-T9_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 9","env",NA,NA,NA,"pasture",24.8,72.3,0,NA,30.1,53.5,1.8,NA,27.5,"62.9",0.9,NA,"Female","4","","no",NA,NA,NA,NA,NA
146,"OSU-04JUN2021-09","OSU","OSU04JUN2021-T8_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 8","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Female","2","","no",NA,NA,NA,NA,NA
147,"OSU-04JUN2021-11","OSU","OSU04JUN2021-T6_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 6","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","2","","no",NA,NA,NA,NA,NA
149,"OSU-04JUN2021-12","OSU","OSU04JUN2021-M1_T4","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 4","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
150,"OSU-04JUN2021-12","OSU","OSU04JUN2021-T4_NT","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 4","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Female","1","","no",NA,NA,NA,NA,NA
152,"OSU-04JUN2021-13","OSU","OSU04JUN2021-M1_T3","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 3","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
154,"OSU-04JUN2021-14","OSU","OSU04JUN2021-M1_T2","Amblyomma americanum","Morphology",4,"June",2021,"OK","LCB","Payne","4-Jun-21",36.11,-97.21,NA,"Trap 2","env",NA,NA,NA,"wood",24.7,70.9,0,NA,28.3,54.3,1.9,NA,26.5,"62.6",1,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
